position	samples
88300	N1,P2,N3,P3
88504	N1,P2,N3,P3
88506	N1,P2,N3,P3
88575	N1,P2,N3,P3
88725	N1,P2,N3,P3
88727	N1,P2,N3,P3
88761	N1,P2,N3,P3
88764	N1,P2,N3,P3
88765	N1,P2,N3,P3
88809	N1,P2,N3,P3
88820	N1,P2,N3,P3
88836	N1,P2,N3,P3
88866	N1,P2,N3,P3
88887	N1,P2,N3,P3
88889	N1,P2,N3,P3
88890	N1,P2,N3,P3
88895	N1,P2,N3,P3
88902	N1,P2,N3,P3
88917	N1,P2,N3,P3
88920	N1,P2,N3,P3
88921	N1,P2,N3,P3
88923	N1,P2,N3,P3
88995	N1,N3,P3
89039	P2
89220	N1,N3,P3
89224	N1,N3,P3
89234	N1,N3,P3
89263	N1,N3,P3
89307	N1,N3,P3
89612	N1,P2,N3,P3
89745	N1,P2,N3,P3
90005	N1,P2,N3,P3
90167	N1,P2,N3,P3
90171	N1,P2,N3,P3
90179	N1,P2,N3,P3
90325	N1,P2,N3,P3
90335	N1,P2,N3,P3
90374	N1,P2,N3,P3
90422	N1,P2,N3,P3
90527	N1,P2,N3,P3
90547	N1,P2,N3,P3
90631	N1,P2,N3,P3
90693	N1,P2,N3,P3
90711	N1,P2,N3,P3
90762	N1,P2,N3,P3
90816	N1,P2,N3,P3
90822	N1,P2,N3,P3
90861	N1,P2,N3,P3
90958	N1,P2,N3,P3
91009	N1,P2,N3,P3
91012	N1,P2,N3,P3
91044	N1,P2,N3,P3
91071	N1,P2,N3,P3
91075	N1,P2,N3,P3
91268	N1,P2,N3,P3
91283	N1,P2,N3,P3
91343	N1,P2,N3,P3
91370	N1,P2,N3,P3
91371	N1,P2,N3,P3
91376	N1,P2,N3,P3
91385	N1,P2,N3,P3
91394	N1,P2,N3,P3
91420	N1,P2,N3,P3
91478	N1,P2,N3,P3
91510	N1,N3,P3
91623	N1,P2,N3,P3
91649	N1,P2,N3,P3
91668	N1,P2,N3,P3
91677	N1,P2,N3,P3
91698	N1,P2,N3,P3
91702	N1,P2,N3,P3
91714	N1,P2,N3,P3
91723	N1,P2,N3,P3
91744	N1,P2,N3,P3
91745	N1,P2,N3,P3
91753	N1,P2,N3,P3
91774	N1,P2,N3,P3
91798	N1,P2,N3,P3
91813	N1,P2,N3,P3
91816	N1,P2,N3,P3
91843	N1,P2,N3,P3
91861	N1,P2,N3,P3
91873	N1,P2,N3,P3
91882	N1,P2,N3,P3
91921	N1,P2,N3,P3
91928	N1,P2,N3,P3
91933	N1,P2,N3,P3
91940	N1,P2,N3,P3
91957	N1,P2,N3,P3
92017	N1,P2,N3,P3
92020	N1,P2,N3,P3
92134	N1,P2,N3,P3
92146	N1,P2,N3,P3
92202	N1,P2,N3,P3
92336	N1,P2,N3,P3
92337	N1,P2,N3,P3
92353	N1,P2,N3,P3
92359	N1,P2,N3,P3
92360	N1,P2,N3,P3
92364	N1,P2,N3,P3
92367	N1,P2,N3,P3
92422	N1,P2,N3,P3
92427	N1,P2,N3,P3
92442	N1,P2,N3,P3
92466	N1,P2,N3,P3
92470	N1,P2,N3,P3
92493	N1,P2,N3,P3
92512	N1,P2,N3,P3
92542	N1,P2,N3,P3
92545	N1,P2,N3,P3
92765	N1,P2,N3,P3
92774	N1,P2,N3,P3
92798	N1,P2,N3,P3
92834	N1,P2,N3,P3
92840	N1,P2,N3,P3
92851	N1,P2,N3,P3
92852	N1,P2,N3,P3
92879	N1,P2,N3,P3
92910	N1,P2,N3,P3
92934	N1,P2,N3,P3
92944	N1,P2,N3,P3
92945	N1,P2,N3,P3
92960	N1,P2,N3,P3
92974	N1,P2,N3,P3
92997	N1,P2,N3,P3
93007	N1,P2,N3,P3
93009	N1,P2,N3,P3
93010	N1,P2,N3,P3
93032	N1,P2,N3,P3
93047	N1,P2,N3,P3
93073	N1,P2,N3,P3
93076	N1,P2,N3,P3
93080	N1,P2,N3,P3
93084	N1,P2,N3,P3
93087	N1,P2,N3,P3
93113	N1,P2,N3,P3
93122	N1,P2,N3,P3
93131	N1,P2,N3,P3
93135	N1,P2,N3,P3
93140	N1,P2,N3,P3
93144	N1,P2,N3,P3
93149	N1,P2,N3,P3
93225	N1,P2,N3,P3
